,genes
1689,PHB2
1690,GRIN2B
1691,ATF7IP
1692,STRAP
1693,PLEKHA5
1694,LDHB
1695,KIAA0528
1696,KRAS
1697,STK38L
1698,FGD4
1699,DNM1L
1700,KIF21A
1701,CNTN1
1702,TWF1
1703,PFKM
1704,CACNB3
1705,ARF3
1706,TUBA1B
1707,TUBA1A
1708,PRPH
1709,FMNL3
1710,LIMA1
1711,DIP2B
1712,KRT6A
1713,KRT5
1714,EIF4B
1715,PCBP2
1716,MAP3K12
1717,CALCOCO1
1718,HNRNPA1
1719,NCKAP1L
1720,RAB5B
1721,MYL6B
1722,MYL6
1723,CS
1724,GLS2
1725,ATP5B
1726,LRP1
1727,SHMT2
1728,MARS
1729,DCTN2
1730,KIF5A
1731,AGAP2
1732,USP15
1733,TBK1
1734,WIF1
1735,GRIP1
1736,CAND1
1737,CCT2
1738,RAB21
1739,NAP1L1
1740,SYT1
1741,PPP1R12A
1742,LIN7A
1743,PPFIA2
1744,ATP2B1
1745,EEA1
1746,UBE2N
1747,NDUFA12
1748,SLC25A3
1749,ANKS1B
1750,PMCH
1751,HSP90B1
1752,KIAA1033
1753,APPL2
1754,CKAP4
1755,CORO1C
1756,ATP2A2
1757,ARPC3
1758,VPS29
1759,PPP1CC
1760,ALDH2
1761,RPL6
1762,PTPN11
1763,RPH3A
1764,RASAL1
1765,NOS1
1766,PEBP1
1767,HSPB8
1768,CIT
1769,RAB35
1770,RPLP0
1771,DYNLL1
1772,CAMKK2
1773,VPS33A
1774,CLIP1
1775,HIP1R
1776,UBC
1777,TMEM132B
1778,RIMBP2
1779,RAN
1780,PGAM5
1781,GJB6
1782,SACS
1783,ATP12A
1784,FAM123A
1785,ATP8A2
1786,WASF3
1787,HSPH1
1788,NBEA
1789,DCLK1
1790,TPT1
1791,COG3
1792,LCP1
1793,SUCLA2
1794,LMO7
1795,KCTD12
1796,MYCBP2
1797,RAP2A
1798,IPO5
1799,FARP1
1800,DOCK9
1801,PCCA
1802,ARHGEF7
1803,NDRG2
1804,DAD1
1805,PRMT5
1806,MYH6
1807,DHRS4
1808,CPNE6
1809,SCFD1
1810,SNX6
1811,CFL2
1812,SEC23A
1813,ATL1
1814,TRIM9
1815,GNG2
1816,KTN1
1817,EXOC5
1818,DAAM1
1819,RTN1
1820,WDR89
1821,MTHFD1
1822,AKAP5
1823,HSPA2
1824,SPTB
1825,RAB15
1826,GPHN
1827,ATP6V1D
1828,EIF2S1
1829,VTI1B
1830,ACTN1
1831,SIPA1L1
1832,RGS6
1833,ALDH6A1
1834,DLST
1835,AHSA1
1836,NRXN3
1837,PSMC1
1838,CALM1
1839,TTC7B
1840,SERPINA3
1841,CLMN
1842,EVL
1843,BEGAIN
1844,DYNC1H1
1845,HSP90AA1
1846,TRAF3
1847,CDC42BPB
1848,CKB
1849,BAG5
1850,KLC1
1851,INF2
1852,AKT1
1853,KIAA0284
1854,CRIP2
1855,CYFIP1
1856,TJP1
1857,TMEM85
1858,FAM82A2
1859,VPS18
1860,EHD4
1861,VPS39
1862,LRRC57
1863,EPB42
1864,TP53BP1
1865,MAP1A
1866,CKMT1B
1867,PDIA3
1868,DMXL2
1869,TMOD2
1870,GNB5
1871,MYO5C
1872,MYO5A
1873,NEDD4
1874,TEX9
1875,MYO1E
1876,FAM81A
1877,ANXA2
1878,TLN2
1879,TPM1
1880,RPS27L
1881,RAB8B
1882,SNX1
1883,PPIB
1884,PTPLAD1
1885,MAP2K1
1886,RPL4
1887,CORO2B
1888,RPLP1
1889,PKM2
1890,NEO1
1891,NPTN
1892,ARID3B
1893,COX5A
1894,LINGO1
1895,IDH3A
1896,ACSBG1
1897,PSMA4
1898,TMED3
1899,RPS17
1900,AP3B2
1901,HOMER2
1902,SH3GL3
1903,PDE8A
1904,AP3S2
1905,IDH2
1906,IQGAP1
1907,FES
1908,SYNM
1909,ASB7
1910,TARSL2
1911,DECR2
1912,RHOT2
1913,STUB1
1914,MAPK8IP3
1915,NME3
1916,NDUFB10
1917,RPS2
1918,SYNGR3
1919,SLC9A3R2
1920,TSC2
1921,CASKIN1
1922,TBC1D24
1923,PDPK1
1924,TRAP1
1925,DNAJA3
1926,HMOX2
1927,ROGDI
1928,GRIN2A
1929,MKL2
1930,NOMO1
1931,MYH11
1932,RPS15A
1933,GPRC5B
1934,CRYM
1935,UQCRC2
1936,PRKCB
1937,CACNG3
1938,EIF3C
1939,TUFM
1940,ATP2A1
1941,MVP
1942,CDIPT
1943,TAOK2
1944,DOC2A
1945,ALDOA
1946,MAPK3
1947,CORO1A
1948,STX1B
1949,STX4
1950,BCKDK
1951,FUS
1952,ITGAX
1953,VPS35
1954,DNAJA2
1955,ITFG1
1956,CBLN1
1957,CYLD
1958,GNAO1
1959,PLLP
1960,CSNK2A2
1961,GOT2
1962,DYNC1LI2
1963,ATP6V0D1
1964,SNTB2
1965,VPS4A
1966,CYB5B
1967,AARS
1968,VAC14
1969,CALB2
1970,AP1G1
1971,KIAA0174
1972,GLG1
1973,GABARAPL2
1974,KARS
1975,DYNLRB2
1976,CDH13
1977,HSDL1
1978,KIAA0513
1979,COX4I1
1980,FBXO31
1981,FAM38A
1982,RPL13
1983,CHMP1A
1984,SPATA2L
1985,TUBB3
1986,VPS53
1987,GLOD4
1988,ABR
1989,YWHAE
1990,MYO1C
1991,PITPNA
1992,SRR
1993,PAFAH1B1
1994,CAMKK1
1995,ANKFY1
1996,PSMB6
1997,MINK1
1998,SLC25A11
1999,PFN1
2000,ENO3
2001,RABEP1
2002,C1QBP
2003,DLG4
2004,NLGN2
2005,FXR2
2006,ATP1B2
2007,VAMP2
2008,NDEL1
2009,MYH10
2010,GAS7
2011,UBB
2012,MPRIP
2013,COPS3
2014,TOM1L2
2015,LLGL1
2016,FLII
2017,EPN2
2018,ALDH3A2
2019,SPECC1
2020,DHRS7B
2021,MAP2K3
2022,ALDOC
2023,RPL23A
2024,FLOT2
2025,MYO18A
2026,TAOK1
2027,GIT1
2028,GOSR1
2029,NF1
2030,OMG
2031,RHOT1
2032,PSMD11
2033,CDK5R1
2034,MYO1D
2035,CCT6B
2036,AP2B1
2037,ACACA
2038,ARHGAP23
2039,PIP4K2B
2040,RPL23
2041,LASP1
2042,CACNB1
2043,RPL19
2044,WIPF2
2045,KRT24
2046,JUP
2047,ACLY
2048,CNP
2049,RAB5C
2050,ATP6V0A1
2051,COASY
2052,CNTNAP1
2053,RPL27
2054,VAT1
2055,DUSP3
2056,MPP3
2057,MPP2
2058,SLC4A1
2059,ADAM11
2060,GFAP
2061,DCAKD
2062,PLCD3
2063,FMNL1
2064,MAPT
2065,NSF
2066,MYL4
2067,NPEPPS
2068,KPNB1
2069,CDK5RAP3
2070,PHB
2071,PPP1R9B
2072,LRRC59
2073,NME1
2074,NME2
2075,KIF2B
2076,DYNLL2
2077,EPX
2078,MPO
2079,SEPT4
2080,PPM1E
2081,TRIM37
2082,CLTC
2083,RPS6KB1
2084,CA4
2085,DDX5
2086,GNA13
2087,PRKCA
2088,PRKAR1A
2089,CDC42EP4
2090,RPL38
2091,BTBD17
2092,RAB37
2093,ATP5H
2094,GGA3
2095,GRB2
2096,EXOC7
2097,SEPT9
2098,NPTX1
2099,BAIAP2
2100,HGS
2101,ARHGDIA
2102,PYCR1
2103,FASN
2104,CSNK1D
2105,FN3K
2106,TBCD
2107,USP14
2108,YES1
2109,DLGAP1
2110,EPB41L3
2111,RAB12
2112,NDUFV2
2113,VAPA
2114,NAPG
2115,TUBB6
2116,AFG3L2
2117,SPIRE1
2118,ROCK1
2119,AQP4
2120,CDH2
2121,DSG1
2122,DTNA
2123,MAPRE2
2124,ATP5A1
2125,RPL17
2126,TXNL1
2127,WDR7
2128,KIAA1468
2129,CNDP2
2130,MBP
2131,BSG
2132,HCN2
2133,PALM
2134,GPX4
2135,ATP5D
2136,NDUFS7
2137,RPS15
2138,AP3D1
2139,LMNB2
2140,GNG7
2141,DIRAS1
2142,GNA11
2143,PIP5K1C
2144,EEF2
2145,MAP2K2
2146,ANKRD24
2147,FSD1
2148,SH3GL1
2149,UBXN6
2150,PTPRS
2151,RPL36
2152,LONP1
2153,TUBB4
2154,C3
2155,PNPLA6
2156,Symbol
2157,AGRN
2158,ATAD3A
2159,GNB1
2160,LRRC47
2161,KCNAB2
2162,RPL22
2163,ACOT7
2164,DNAJC11
2165,VAMP3
2166,PARK7
2167,ENO1
2168,PGD
2169,FBXO2
2170,MFN2
2171,EFHD2
2172,PADI2
2173,IGSF21
2174,ALDH4A1
2175,UBR4
2176,KIAA0090
2177,AKR7A2
2178,CAPZB
2179,DDOST
2180,RAP1GAP
2181,CDC42
2182,C1QC
2183,RPL11
2184,SFN
2185,WASF2
2186,STX12
2187,ATPIF1
2188,EPB41
2189,MECR
2190,FABP3
2191,LCK
2192,MARCKSL1
2193,YARS
2194,HPCA
2195,DLGAP3
2196,SFPQ
2197,NCDN
2198,TRAPPC3
2199,MAP7D1
2200,MACF1
2201,PABPC4
2202,CAP1
2203,SLC2A1
2204,PTPRF
2205,KIF2C
2206,RPS8
2207,PRDX1
2208,AKR1A1
2209,FAAH
2210,CMPK1
2211,CPT2
2212,PPAP2B
2213,DOCK7
2214,DNAJC6
2215,PDE4B
2216,SGIP1
2217,GNG12
2218,LRRC7
2219,LRRC40
2220,NEGR1
2221,CRYZ
2222,PIGK
2223,AK5
2224,DNAJB4
2225,PRKACB
2226,DDAH1
2227,RPL5
2228,ABCD3
2229,AGL
2230,DBT
2231,STXBP3
2232,WDR47
2233,SARS
2234,GNAI3
2235,AMPD2
2236,GSTM2
2237,GSTM3
2238,AHCYL1
2239,KCNA2
2240,ATP5F1
2241,RAP1A
2242,CAPZA1
2243,NRAS
2244,SYCP1
2245,ATP1A1
2246,PHGDH
2247,SEC22B
2248,PEX11B
2249,SV2A
2250,VPS45
2251,ARNT
2252,SNX27
2253,S100A9
2254,S100A4
2255,RAB13
2256,RPS27
2257,TPM3
2258,ADAR
2259,PMVK
2260,PBXIP1
2261,SHC1
2262,MTX1
2263,PKLR
2264,FDPS
2265,ARHGEF2
2266,LMNA
2267,CCT3
2268,HAPLN2
2269,BCAN
2270,DARC
2271,TAGLN2
2272,IGSF8
2273,ATP1A2
2274,ATP1A4
2275,PEA15
2276,COPA
2277,NDUFS2
2278,TOMM40L
2279,HSPA6
2280,MGST3
2281,BRP44
2282,ATP1B1
2283,KIFAP3
2284,DNM3
2285,PRDX6
2286,CACYBP
2287,TNR
2288,ASTN1
2289,RASAL2
2290,GLUL
2291,RGS8
2292,PLA2G4A
2293,CSRP1
2294,SYT2
2295,CYB5R1
2296,PPFIA4
2297,ATP2B4
2298,PLEKHA6
2299,NFASC
2300,CNTN2
2301,PLXNA2
2302,EPRS
2303,IARS2
2304,RAB3GAP2
2305,MARK1
2306,MOSC2
2307,DUSP10
2308,ENAH
2309,PARP1
2310,CDC42BPA
2311,ARF1
2312,GUK1
2313,GNPAT
2314,EXOC8
2315,TOMM20
2316,EDARADD
2317,LGALS8
2318,ACTN2
2319,RYR2
2320,FMN2
2321,RGS7
2322,FH
2323,SCCPDH
2324,ACP1
2325,RPS7
2326,YWHAQ
2327,PDIA6
2328,ROCK2
2329,DDX1
2330,FAM49A
2331,VSNL1
2332,NT5C1B
2333,RHOB
2334,FKBP1B
2335,ITSN2
2336,EFR3B
2337,RAB10
2338,HADHA
2339,HADHB
2340,DPYSL5
2341,MAPRE3
2342,CAD
2343,SLC30A3
2344,PPP1CB
2345,EHD3
2346,BIRC6
2347,STRN
2348,EIF2AK2
2349,CYP1B1
2350,ATL2
2351,SOS1
2352,COX7A2L
2353,LRPPRC
2354,PRKCE
2355,ATP6V1E2
2356,CRIPT
2357,CALM2
2358,KLRAQ1
2359,NRXN1
2360,ACYP2
2361,SPTBN1
2362,RTN4
2363,RPS27A
2364,XPO1
2365,CCT4
2366,MDH1
2367,UGP2
2368,RAB1A
2369,ACTR2
2370,PLEK
2371,AAK1
2372,PCBP1
2373,ADD2
2374,EXOC6B
2375,SFXN5
2376,RAB11FIP5
2377,CCT7
2378,FBXO41
2379,DCTN1
2380,CTNNA2
2381,LRRTM1
2382,SUCLG1
2383,CAPG
2384,IMMT
2385,COX5B
2386,ACTR1B
2387,RPL31
2388,SEPT10
2389,ACTR3
2390,CCDC93
2391,CLASP1
2392,BIN1
2393,RAB3GAP1
2394,DARS
2395,KIF5C
2396,CACNB4
2397,FMNL2
2398,GPD2
2399,PKP4
2400,PSMD14
2401,SCN2A
2402,STK39
2403,GAD1
2404,CYBRD1
2405,DYNC1I2
2406,SLC25A12
2407,RAPGEF4
2408,OLA1
2409,MTX2
2410,PDE11A
2411,PRKRA
2412,SESTD1
2413,PDE1A
2414,NCKAP1
2415,HIBCH
2416,GLS
2417,STAT1
2418,MYO1B
2419,HECW2
2420,COQ10B
2421,HSPD1
2422,ABI2
2423,RAPH1
2424,NDUFS1
2425,EEF1B2
2426,ADAM23
2427,MAP2
2428,LANCL1
2429,ATIC
2430,ARPC2
2431,PNKD
2432,TUBA4A
2433,DNAJB2
2434,DES
2435,SLC4A3
2436,EPHA4
2437,FARSB
2438,ACSL3
2439,SERPINE2
2440,DOCK10
2441,IRS1
2442,MFF
2443,PSMD1
2444,NGEF
2445,ATG16L1
2446,AGAP1
2447,NDUFA10
2448,GPC1
2449,KIF1A
2450,PPP1R7
2451,HDLBP
2452,SEPT2
2453,CHL1
2454,GRM7
2455,SRGAP3
2456,MTMR14
2457,ARPC4
2458,SEC13
2459,ATP2B2
2460,SYN2
2461,RAF1
2462,CAND2
2463,IQSEC1
2464,RFTN1
2465,RAB5A
2466,NKIRAS1
2467,CMC1
2468,AZI2
2469,DYNC1LI1
2470,CLASP2
2471,PDCD6IP
2472,PLCD1
2473,ACAA1
2474,WDR48
2475,RPSA
2476,RPL14
2477,CTNNB1
2478,HIGD1A
2479,SACM1L
2480,PTPN23
2481,CSPG5
2482,DHX30
2483,MAP4
2484,UQCRC1
2485,NCKIPSD
2486,PRKAR2A
2487,WDR6
2488,QARS
2489,GPX1
2490,RHOA
2491,BSN
2492,CAMKV
2493,GNAI2
2494,CACNA2D2
2495,DOCK3
2496,GRM2
2497,ABHD14B
2498,TKT
2499,CACNA2D3
2500,ERC2
2501,APPL1
2502,SLMAP
2503,PDHB
2504,FAM107A
2505,CADPS
2506,PRICKLE2
2507,MINA
2508,TOMM70A
2509,RPL24
2510,TAGLN3
2511,ATP6V1A
2512,GAP43
2513,LSAMP
2514,GSK3B
2515,NDUFB4
2516,GOLGB1
2517,KPNA1
2518,KALRN
2519,SNX4
2520,ALDH1L1
2521,CHCHD6
2522,PLXNA1
2523,RPN1
2524,RAB7A
2525,COPG
2526,DNAJC13
2527,SRPRB
2528,RAB6B
2529,MRAS
2530,COPB2
2531,PFN2
2532,MLF1
2533,TNIK
2534,NLGN1
2535,PIK3CA
2536,GNB4
2537,PEX5L
2538,DNAJC19
2539,MCCC1
2540,MAP6D1
2541,AP2M1
2542,ABCF3
2543,PSMD2
2544,EIF4G1
2545,MAGEF1
2546,VPS8
2547,EIF4A2
2548,OPA1
2549,APOD
2550,DLG1
2551,BDH1
2552,ATP5I
2553,GAK
2554,CTBP1
2555,LETM1
2556,ADD1
2557,HTT
2558,CRMP1
2559,WFS1
2560,ABLIM2
2561,WDR1
2562,QDPR
2563,LAP3
2564,RPL9
2565,UCHL1
2566,LIMCH1
2567,TMEM33
2568,ATP8A1
2569,KCTD8
2570,GABRA4
2571,FRYL
2572,EXOC1
2573,PAICS
2574,LPHN3
2575,RUFY3
2576,SLC4A4
2577,CDKL2
2578,G3BP2
2579,USO1
2580,SEPT11
2581,CCNG2
2582,ANXA3
2583,PRKG2
2584,SCD5
2585,SEC31A
2586,MAPK10
2587,SNCA
2588,GRID2
2589,RAP1GDS1
2590,EIF4E
2591,PPP3CA
2592,HADH
2593,ANK2
2594,CAMK2D
2595,ANXA5
2596,FGF2
2597,SLC25A31
2598,HSPA4L
2599,DCLK2
2600,RPS3A
2601,TRIM2
2602,FGB
2603,FGG
2604,GRIA2
2605,ETFDH
2606,PPID
2607,RAPGEF2
2608,GPM6A
2609,ENPP6
2610,SLC25A4
2611,SORBS2
2612,CCDC127
2613,EXOC3
2614,TPPP
2615,NDUFS6
2616,CCT5
2617,CTNND2
2618,TRIO
2619,BASP1
2620,CDH10
2621,SLC1A3
2622,OXCT1
2623,NNT
2624,RAB3C
2625,PDE4D
2626,KIF2A
2627,ERBB2IP
2628,MRPS36
2629,MCCC2
2630,MAP1B
2631,TNPO1
2632,F2RL1
2633,AP3B1
2634,HOMER1
2635,RASGRF2
2636,VCAN
2637,HAPLN1
2638,TTC37
2639,SLC25A46
2640,APC
2641,REEP5
2642,AP3S1
2643,HSD17B4
2644,SNX2
2645,ALDH7A1
2646,LMNB1
2647,SLC12A2
2648,ACSL6
2649,KIF3A
2650,SEPT8
2651,HSPA4
2652,VDAC1
2653,PPP2CA
2654,HSPA9
2655,CTNNA1
2656,PURA
